YEAR,STATE,STRATUM,PLOT,DATE,CKTYPE,WETHAB,HANDFEED,ABDU_TIP,ABDU_TIB,AGWT_TIP,AGWT_TIB,BWTE_TIP,BWTE_TIB,CAGO_TIP,CAGO_TIB,CAGO_TIBN,COME_TIP,COME_TIB,GADW_TIP,GADW_TIB,HOME_TIP,HOME_TIB,MALL_TIP,MALL_TIB,MUSW_TIP,MUSW_TIB,WODU_TIP,WODU_TIB,OTHERTOT,TOTDUCKS
1995,MD,004 ,0010,4/27/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,004 ,0012,4/27/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,004 ,0014,5/12/1995,2,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,004 ,0016,5/25/1995,1,Y,N,0,0,,0,,0,,13,,,0,,,,0,6,12,,0,0,0,,12
1995,MD,004 ,0018,4/29/1995,3,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,004 ,0020,4/29/1995,1,Y,Y,0,0,,0,,0,,2,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,004 ,0022,4/29/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,004 ,0024,4/29/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,004 ,0026,4/27/1995,1,Y,N,0,0,,0,,0,,2,,,0,,,,0,1,2,,0,0,0,,2
1995,MD,004 ,0028,4/27/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,004 ,0030,4/30/1995,1,Y,N,0,0,,0,,0,,1,,,0,,,,0,3,6,,0,0,0,,6
1995,MD,004 ,0032,4/27/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,1,2,,0,1,2,,4
1995,MD,004 ,0034,4/27/1995,1,Y,N,0,0,,0,,0,,2,,,0,,,,0,1,2,,0,0,0,,2
1995,MD,004 ,0036,5/8/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,004 ,0038,4/27/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,004 ,0040,4/27/1995,1,Y,Y,0,0,,0,,0,,0,,,0,,,,0,22,44,,2,0,0,,44
1995,MD,004 ,0042,4/30/1995,1,Y,N,0,0,,0,,0,,4,,,0,,,,0,0,0,,0,2,4,,4
1995,MD,004 ,0044,4/27/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,1,2,,0,0,0,,2
1995,MD,004 ,0046,4/29/1995,1,Y,N,0,0,,0,,0,,1,,,0,,,,0,2,4,,0,0,0,,4
1995,MD,004 ,0048,4/30/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,004 ,0050,4/29/1995,1,Y,N,0,0,,0,,0,,2,,,0,,,,0,2,4,,0,2,4,,8
1995,MD,004 ,0052,4/29/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,004 ,0054,4/30/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,004 ,0056,4/29/1995,1,Y,N,2,4,,0,,0,,2,,,0,,,,0,6,12,,0,0,0,,16
1995,MD,004 ,0058,4/29/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,004 ,0060,4/28/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,004 ,0062,5/1/1995,1,Y,N,0,0,,25,,0,,0,,,0,,,,0,1,2,,0,0,0,,27
1995,MD,004 ,0064,4/29/1995,1,Y,Y,0,0,,0,,0,,0,,,0,,,,0,1,8,,0,0,0,,8
1995,MD,004 ,0066,4/29/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,004 ,0068,4/27/1995,1,Y,Y,0,0,,0,,0,,0,,,0,,,,0,2,4,,2,0,0,,4
1995,MD,004 ,0070,5/25/1995,1,Y,N,0,0,,0,,0,,2,,,0,,,,0,2,4,,0,0,0,,4
1995,MD,004 ,0072,4/29/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,004 ,0074,4/30/1995,1,Y,N,0,0,,0,,0,,4,,,0,,,,0,1,2,,0,1,2,,4
1995,MD,004 ,0076,4/30/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,010 ,0002,4/21/1995,1,N,N,0,0,,0,,0,,52,,,0,,,,0,2,4,,0,0,0,,4
1995,MD,010 ,0004,4/26/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,010 ,0006,4/21/1995,1,N,N,0,0,,0,,0,,2,,,0,,,,0,2,4,,0,0,0,,4
1995,MD,010 ,0008,4/21/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,010 ,0010,4/26/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,010 ,0012,4/21/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,1,2,,0,1,2,,4
1995,MD,010 ,0014,4/30/1995,1,Y,N,0,0,,0,,0,,3,,,0,,,,0,2,4,,0,0,0,,4
1995,MD,010 ,0016,4/29/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,2,4,,0,0,0,,4
1995,MD,010 ,0018,4/29/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,010 ,0020,4/29/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,010 ,0022,4/29/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,010 ,0024,4/30/1995,1,Y,N,0,0,,0,,0,,6,,,0,,,,0,2,4,,0,0,0,,4
1995,MD,010 ,0026,4/21/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,1,2,,0,0,0,,2
1995,MD,010 ,0028,4/21/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,010 ,0030,4/27/1995,1,Y,N,0,0,,0,,0,,4,,,0,,,,0,0,0,,0,4,8,,8
1995,MD,010 ,0032,4/30/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,010 ,0034,5/1/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,010 ,0036,5/1/1995,1,Y,N,0,0,,0,,0,,2,,,0,,,,0,1,2,,0,0,0,,2
1995,MD,010 ,0038,4/27/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,1,2,,2
1995,MD,010 ,0040,4/29/1995,1,Y,N,1,2,,0,,0,,75,,,0,,,,0,11,22,,0,4,13,,37
1995,MD,010 ,0042,4/29/1995,1,Y,N,0,0,,0,,0,,36,,,0,,,,0,8,16,,0,7,14,,30
1995,MD,010 ,0044,4/27/1995,1,Y,N,0,0,,0,,0,,2,,,0,,,,0,2,4,,0,0,0,,4
1995,MD,010 ,0046,4/29/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,010 ,0048,4/29/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,010 ,0050,4/29/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,010 ,0052,4/29/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,1,2,,0,4,8,,10
1995,MD,010 ,0054,4/29/1995,1,Y,N,0,0,,0,,0,,10,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,010 ,0056,5/1/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,013 ,0002,4/30/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,013 ,0004,4/22/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,013 ,0006,4/30/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,013 ,0008,4/30/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,024 ,0002,4/22/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,024 ,0004,4/22/1995,3,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,024 ,0006,4/22/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,8,16,,0,0,0,,16
1995,MD,024 ,0008,4/22/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,2,4,,4
1995,MD,024 ,0010,4/22/1995,3,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,024 ,0012,4/22/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,024 ,0014,4/22/1995,3,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,024 ,0016,4/22/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,024 ,0018,4/22/1995,3,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,024 ,0020,4/22/1995,3,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,024 ,0022,4/22/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,3,6,,0,0,0,,6
1995,MD,099 ,0001,4/22/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,2,4,,0,0,0,,4
1995,MD,099 ,0002,4/22/1995,1,Y,N,0,0,,7,,0,,0,,,0,,,,0,0,0,,0,0,0,,7
1995,MD,099 ,0003,4/22/1995,1,Y,N,1,2,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,2
1995,MD,099 ,0004,4/22/1995,1,Y,N,3,12,,71,,0,,0,,,0,,,,0,2,15,,0,0,0,,98
1995,MD,099 ,0006,4/22/1995,1,Y,N,0,0,,0,,0,,1,,,0,,,,0,1,2,,0,0,0,,2
1995,MD,099 ,0007,4/22/1995,1,Y,N,1,2,,0,,0,,5,,,0,,,,0,2,4,,0,0,0,,6
1995,MD,099 ,0008,4/22/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,099 ,0009,4/22/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,099 ,0010,4/22/1995,1,Y,N,1,2,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,2
1995,MD,099 ,0011,4/22/1995,1,Y,N,1,2,,0,,0,,0,,,0,,,,0,2,4,,0,0,0,,6
1995,MD,099 ,0012,4/22/1995,1,Y,N,1,2,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,2
1995,MD,099 ,0013,4/22/1995,1,Y,N,0,0,,0,,7,,4,,,0,,,,0,0,0,,0,0,0,,7
1995,MD,099 ,0014,4/22/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,MD,099 ,0015,4/22/1995,1,Y,N,2,4,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,4
1995,MD,099 ,0016,4/22/1995,1,Y,N,2,4,,4,,0,,0,,,0,,,,0,0,0,,0,0,0,,8
1995,MD,099 ,0017,4/22/1995,1,Y,N,2,4,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,4
1995,MD,099 ,0018,4/22/1995,1,Y,N,2,4,,8,,0,,0,,,0,,,,0,0,0,,0,0,0,,12
1995,MD,099 ,0019,4/22/1995,1,Y,N,4,8,,0,,0,,0,,,0,,,,0,1,2,,0,0,0,,10
1995,MD,099 ,0020,4/22/1995,1,Y,N,5,10,,0,,0,,0,,,0,,,,0,0,0,,1,0,0,,10
1995,NH,012 ,0001,4/20/1995,1,Y,N,0,0,,0,,0,,20,,,0,,,,0,3,6,,0,0,0,,6
1995,NH,012 ,0002,4/27/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,1,2,,2
1995,NH,012 ,0003,4/27/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,012 ,0004,4/19/1995,1,Y,N,0,0,,2,,0,,0,,,0,,,,0,1,2,,0,0,0,,4
1995,NH,012 ,0006,4/20/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,012 ,0008,4/22/1995,2,Y,N,0,0,,2,,0,,4,,,0,,,,2,3,6,,0,3,6,,14
1995,NH,012 ,0010,4/22/1995,1,Y,N,0,0,,0,,0,,3,,,0,,,,0,4,8,,0,1,2,,10
1995,NH,012 ,0012,4/20/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,2,4,,0,0,0,,4
1995,NH,012 ,0014,5/4/1995,2,Y,N,0,0,,0,,0,,2,,,0,,,,0,1,2,,0,1,2,,4
1995,NH,027 ,0005,4/22/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,027 ,0007,4/17/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,027 ,0009,4/19/1995,3,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,027 ,0016,4/6/1995,2,Y,N,0,0,,0,,0,,8,,,0,,,,0,0,0,,0,2,4,,4
1995,NH,027 ,0018,5/7/1995,2,Y,N,0,0,,0,,0,,0,,,0,,,,0,2,4,,0,0,0,,4
1995,NH,027 ,0020,5/6/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,027 ,0021,4/21/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,027 ,0022,4/21/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,1,2,,0,0,0,,2
1995,NH,027 ,0023,5/3/1995,3,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,027 ,0024,4/21/1995,2,Y,N,2,4,,0,,0,,3,,,0,,,,2,0,0,,0,1,2,,6
1995,NH,027 ,0025,4/19/1995,3,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,027 ,0026,4/21/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,027 ,0027,5/9/1995,3,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,027 ,0028,4/21/1995,1,Y,N,1,2,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,2
1995,NH,027 ,0029,4/30/1995,2,Y,N,0,0,,0,,0,,3,,,0,,,,0,2,4,,0,0,0,,4
1995,NH,027 ,0030,4/19/1995,1,Y,N,1,2,,6,,0,,2,,,0,,,,0,1,2,,0,8,16,RNDU 11,37
1995,NH,027 ,0031,4/19/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,1,2,,0,1,2,,4
1995,NH,027 ,0032,4/19/1995,3,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,027 ,0033,4/23/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,027 ,0034,4/21/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,027 ,0035,4/23/1995,1,Y,N,13,26,,0,,0,,0,,,0,,,,0,7,14,,0,2,4,,44
1995,NH,027 ,0036,4/22/1995,2,Y,N,0,0,,8,,0,,0,,,0,,,,3,1,2,,0,2,4,BUFF 3,17
1995,NH,027 ,0037,4/22/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,1,2,,0,0,0,,2
1995,NH,027 ,0038,4/27/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,1,2,,0,0,0,,2
1995,NH,027 ,0039,4/22/1995,1,Y,N,0,0,,0,,0,,0,,,1,,,,0,0,0,,0,2,4,,4
1995,NH,027 ,0040,4/9/1995,3,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,027 ,0041,4/19/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,027 ,0042,4/22/1995,2,Y,N,0,0,,0,,0,,0,,,0,,,,0,1,2,,0,0,0,,2
1995,NH,027 ,0043,4/23/1995,3,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,027 ,0044,4/23/1995,2,Y,N,1,2,,0,,0,,0,,,0,,,,0,7,14,,0,6,12,RNDU 5,33
1995,NH,027 ,0046,4/23/1995,3,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,027 ,0048,4/19/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,1,2,,2
1995,NH,028 ,0011,5/20/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0013,5/20/1995,2,Y,N,0,0,,0,,0,,0,,,0,,,,0,3,6,,0,0,0,,6
1995,NH,028 ,0045,5/3/1995,3,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0047,5/5/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0049,4/29/1995,1,Y,N,0,0,,2,,0,,0,,,0,,,,0,5,10,,0,0,0,,12
1995,NH,028 ,0050,4/20/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0051,5/4/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0052,5/20/1995,1,Y,N,0,0,,0,,0,,0,,,2,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0053,4/26/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0054,5/20/1995,2,Y,N,0,0,,0,,0,,0,,,0,,,,0,5,10,,0,1,2,,12
1995,NH,028 ,0055,5/19/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0056,5/18/1995,3,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0057,4/23/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0058,5/3/1995,3,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0059,4/26/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0060,4/29/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0061,4/27/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0062,5/4/1995,1,Y,N,1,2,,2,,0,,2,,,0,,,,0,0,0,,0,0,0,,4
1995,NH,028 ,0063,5/9/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0064,5/4/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0065,5/3/1995,3,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0066,5/4/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0067,5/9/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0068,4/26/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0069,5/3/1995,2,Y,N,0,0,,0,,0,,0,,,0,,,,5,2,4,,0,0,0,,4
1995,NH,028 ,0070,5/10/1995,2,Y,N,0,0,,0,,0,,0,,,3,,,,0,1,2,,0,0,0,,2
1995,NH,028 ,0071,4/23/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0072,4/27/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0073,5/9/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,028 ,0074,5/3/1995,1,Y,N,1,2,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,2
1995,NH,028 ,0075,5/20/1995,2,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NH,099 ,0015,4/19/1995,1,Y,N,2,4,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,4
1995,NH,099 ,0017,4/20/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,2,4,,0,0,0,BUFF 2,6
1995,NH,099 ,0019,4/19/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0002,4/28/1995,2,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0004,4/29/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0006,4/22/1995,2,Y,Y,0,0,,0,,0,,3,,,0,,,,0,19,38,,0,0,0,AMWI  1,39
1995,NJ,004 ,0008,4/20/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0010,4/22/1995,2,Y,N,0,0,,0,,0,,2,,,0,,,,0,4,13,,0,0,0,,13
1995,NJ,004 ,0012,4/29/1995,1,Y,N,2,4,,0,,0,,45,,,0,,,,0,9,18,,0,8,21,,43
1995,NJ,004 ,0014,4/28/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0016,5/5/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0018,4/27/1995,2,Y,N,0,0,,0,,0,,3,,,0,,,,0,3,6,,0,1,2,,8
1995,NJ,004 ,0020,5/6/1995,2,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0022,4/21/1995,2,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0024,4/28/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0026,4/30/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0028,4/19/1995,2,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0030,4/20/1995,2,Y,N,1,2,,0,,0,,0,,,0,,,,0,2,4,,0,0,0,,6
1995,NJ,004 ,0032,4/21/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,1,2,,0,0,0,,2
1995,NJ,004 ,0034,5/3/1995,3,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0036,4/26/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0038,4/26/1995,1,Y,Y,0,0,,0,,0,,5,,,0,,,,0,4,8,,0,0,0,,8
1995,NJ,004 ,0040,4/22/1995,2,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0042,4/24/1995,3,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0044,4/19/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0046,4/22/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,1,2,,0,0,0,,2
1995,NJ,004 ,0048,4/22/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,1,2,,2
1995,NJ,004 ,0050,4/17/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,1,2,,2
1995,NJ,004 ,0052,4/16/1995,1,Y,N,2,4,,0,,0,,5,,,0,,,,0,2,4,,0,0,0,,8
1995,NJ,004 ,0054,5/5/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0056,4/30/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,1,2,,0,1,2,,4
1995,NJ,004 ,0058,4/24/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,2,4,,4
1995,NJ,004 ,0060,4/19/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,1,2,,0,0,0,,2
1995,NJ,004 ,0062,4/19/1995,1,Y,N,0,0,,0,,0,,7,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0064,5/6/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,1,2,,0,0,0,,2
1995,NJ,004 ,0066,4/19/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0068,5/6/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0070,4/30/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0072,4/22/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0074,4/22/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,2,4,,0,0,0,,4
1995,NJ,004 ,0076,4/26/1995,1,Y,N,0,0,,0,,0,,11,,,0,,,,0,3,6,,0,2,4,,10
1995,NJ,004 ,0078,4/23/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0080,4/19/1995,1,N,N,0,0,,0,,0,,0,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0082,4/29/1995,1,Y,N,0,0,,0,,0,,2,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0084,4/26/1995,1,Y,N,0,0,,0,,0,,3,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0086,4/23/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,2,4,,0,0,0,,4
1995,NJ,004 ,0088,4/21/1995,2,Y,N,0,0,,0,,0,,20,,,0,,,,0,20,40,,0,1,2,,42
1995,NJ,004 ,0090,4/22/1995,1,N,N,0,0,,0,,0,,3,,,0,,,,0,0,0,,0,0,0,,0
1995,NJ,004 ,0092,4/23/1995,1,Y,N,0,0,,0,,0,,0,,,0,,,,0,1,2,,0,0,0,,2
